PriceHistoryID,ProductID,OldPrice,NewPrice,EffectiveDate,RowHash
4bdd7be9-2d8d-40de-979f-86f13c9c29a9,3298,14.01,103.15,2025-03-07,902b73f63ab8b2d20d0fa5f948ba0a01
d1dd813d-84e4-46de-bf9b-bb2a028ccb09,97,34.13,88.41,2024-09-29,d68d18b198e6f001ea5353333326b354
1440a16a-a32c-489d-a247-89d8cfce3b99,170,14.4,52.34,2025-02-15,4852ef5c8134b0e645f3d070af284576
74d60c8e-db0a-4ded-8c9f-5ff6439eacc1,359,15.29,127.24,2024-08-15,9c94c61504429c890b0d08cea299819b
49fb8d8c-d906-4cdb-85b1-44ef2851eed9,2193,15.71,113.11,2024-08-06,5b78b0bffd704676ee0c4bcd48a331b9
3cb9c849-1dbf-42ca-ab2a-fc8cfaa43f96,111,41.7,51.93,2024-10-19,bf3988c98e98cfa7b92e80c8bf3f8338
9a64a517-c32e-49a1-a005-9990917d9cda,872,31.69,132.01,2024-07-28,3df851ddda56692d7cd95621ce2790b4
b7aafad8-6f22-4650-9604-78114a587f5a,697,18.09,98.56,2025-03-03,6fd5da67fd1e2706779cc60eb8bc6933
157123ce-3b59-411f-930e-a8170857ef4e,4611,45.7,131.73,2024-08-11,e4d9165e12102e79172e1e59e60da4ff
de2537eb-867d-46b4-bbe1-1ff90ab6ad36,2519,23.27,66.3,2024-05-13,34f8177ca3e1cf75dec1942c74dcdebb
59c7343c-6948-4904-a832-2d0ff137133c,458,31.74,77.48,2024-09-10,6c36921cae6ead0623eecf9c30d7c95d
743b9c30-a942-4d16-8563-669428ae65bb,4454,14.92,132.67,2024-11-14,2949a45f72cfddbc8b6cb6dd673784a7
43d8873d-c204-4be3-8b89-3765e81000e2,843,31.79,61.15,2025-02-10,f2350b792fc6bf42eff70385bf5d6329
8792e3e3-5cf8-4b6d-924a-a101de16a32c,3403,15.67,141.3,2025-03-06,1aa7cc3616d714004ff07392435c68d4
473f74f7-0e39-43dd-a536-b9f77db3a90b,197,19.07,89.15,2024-10-01,8e988b905b52a2f399daa85dbe5f548c
a8c9f392-a8ce-43d3-836a-4c1d3e73d9b3,2895,36.21,73.36,2025-02-06,863bb0137ad20b3f678e6dae558ae526
7fd7e929-f62b-40cb-a49d-95f6ca62b4b8,3152,37.47,121.77,2024-09-05,d63cfaa30c580a7d77d4426cf3a5941b
59b31ce4-2207-453e-bdd7-c97db8a9694f,921,29.67,149.09,2024-07-25,d516401be5cf7ddcf45d441040851138
4260ff23-3de3-4270-bdab-3d42c0557071,1840,14.07,145.63,2024-11-07,9ebe923acdb6c7d5e1b89b36083d27ed
410c412b-d4b8-4466-b39c-fd94bd23d158,2928,13.05,84.04,2025-02-07,c9157b0308b024cc85e9cd0e1f71196f
b79259dd-184e-4208-9117-e45073c03928,2954,46.93,142.07,2025-04-14,e7754c22ca8681c3e3c5514b6b509ee1
618a434e-9c1f-47ee-8a25-de4c878a0326,356,34.18,68.63,2024-05-31,70db38022d053742a8bb87044e8ab2a3
a2667e2a-0ab7-486e-a6f8-30b82dc75e70,4346,23.39,68.96,2024-05-12,8e177092e3926829473548f08ed0aca2
b7a69e17-82e6-4204-8261-e651461121ac,3484,16.01,117.06,2024-12-21,27b59b161329588aa9e840638488494c
885f9be8-4e6a-4d92-8a75-21ccd79c8188,2471,34.99,79.41,2025-03-25,810d6079ca30b0560c2c972f5e2d22b9
31853d4c-5fd7-4872-85bf-10954d027b08,852,20.84,100.43,2024-12-06,a0e38e22a7997da8507aac191b02f333
49eae29c-acf6-4bae-9295-d9d2d623d19c,3024,47.32,131.26,2025-04-25,a37c2563254a24a9ab7d88a8eb03fcee
fefe6843-c257-4d8c-850b-f25c8c6ac594,626,41.55,136.31,2024-08-28,3c23dda3a42c9f34b1771f7283602c60
8caae019-e5e8-493e-95d8-bb06d26841cb,1218,41.11,65.51,2024-06-26,17fc174e5d4a32a68e9875a3f35030a7
3e024e69-8391-4332-ae11-45498c9a73cc,1211,25.62,122.41,2024-10-15,184ece3722000f814fd2078b784286c9
2c1cefef-0d77-44be-a288-8edc31263a5d,3920,42.59,62.2,2025-03-06,2ea1d8f609b0adc9cc7ccdc6fb46f424
6a2cf22c-4778-4a5f-8b93-44d768c1614f,3502,48.38,78.57,2024-08-21,82660ad61180c5245642503ea280c620
95a952ee-a8ad-4420-85a0-377dc7eecf58,741,22.92,63.63,2024-08-09,8fe3a746de66dfabd70af0e9170087eb
bda0075c-8535-4fd6-abf1-8aa3df25cc04,3155,24.1,99.93,2024-11-02,c511cef3b4578ffa3c4b0400dd310a43
477825a7-8d4b-4a1d-8b68-8f10f19d51ed,3943,37.74,91.98,2025-05-06,18719b723a1b6971e9a8f26692c5d906
589d308d-e3f7-4d98-967d-3460e7208fb4,2732,15.53,144.46,2024-11-01,a3bcbe3428cdda3a47bbd4a5cc3597ba
83f12b71-a182-43b5-9eb0-24fee4b382a6,2015,25.33,105.38,2024-05-23,080e1a839b69519fc3074b082a99d7eb
c74cc20c-125b-4c49-9721-496088f4dc83,4414,31.35,103.71,2025-01-14,9bd713593f9ae0b8aafba533ab50a67f
f3a234da-df52-4f61-90ad-4d127167f3d1,1886,25.39,108.52,2025-01-17,d78fee3e5acd1943adf55f7a82088c34
0be3c009-dd4d-405f-a8ae-f0dd0d3f18b2,3456,31.08,127.88,2024-07-06,19910d43c928fabc6c9f39c69a405d61
fad9c6b3-5750-435e-abf8-f72e572abecc,1797,38.12,74.28,2024-06-17,9ab03f7ca0347c582a010edf24cf414f
e26a19b8-1f78-40c9-80c0-3032c23e76b2,24,18.13,135.21,2025-03-12,02163d7be4ab15a58f30ac2ac13f9149
46eab2db-b0ed-40a6-8cd5-f55327986469,2969,32.33,145.8,2024-11-06,05f9042da3f4274b98a542859a550609
978c56ab-0bfe-4f6d-af77-f9d8d3bf961c,903,12.38,85.59,2024-05-15,63feb80f901a63cef1ad8829fc86aefc
539d4d74-4e98-4970-b537-dc336f3342d5,1142,21.79,65.27,2025-03-28,4b36de4f524a8584e57751afad9236cd
a75d518b-d7be-4398-8bef-c16cc33f0dea,4518,48.87,141.38,2025-02-24,514f41a96dbda5aecfdeccb3dba65111
d9f29034-906e-4619-aa05-12b91992ce39,1987,18.43,73.23,2024-08-23,9bd9d0b40dacc4b1688c99aea63c8886
fa5de71a-439b-40e5-8360-ca48efa2c4c0,1129,14.69,119.88,2024-10-29,41210db3b07dfb8da6498e5f8decb32c
67d89990-55b7-435a-a2d2-990e54f4ee89,1173,25.1,53.61,2024-06-03,eb4a398b5eacfb75818aaac4f947b313
016744c3-3490-4f95-8968-d003da0b63f8,3480,24.87,120.44,2024-06-23,839a2eb3c33c3baaa54fd0d6de7e9485
78d1f155-fabe-4803-8626-fd4d658b4427,4765,12.95,133.91,2025-03-25,5aea830c230431a43399fdf75ff0fb44
2ea8a31e-d727-48ae-a331-dd8c0c4f1cba,1296,11.21,87.16,2024-07-21,79b69a4b59bd64102f2302985e13c8ae
2f24e142-4581-45e4-bb80-980a64517f3c,648,19.8,52.24,2024-09-20,0f74007e2b804553f408037d6011ab87
7792c450-152f-4636-a914-17552b81009e,3412,15.99,69.06,2025-02-08,1d577f35081253eb108d79b3f6fc667d
0007b0dc-9f60-40fe-a9f0-7ab87a2e106a,1148,39.92,120.16,2025-02-06,9f951fae46b43a5a0cc949c6dc3c9fba
3a559afc-cd57-4bb1-b77a-34dddaef366a,2454,28.81,122.53,2025-04-15,3b1ff5668732b0985cf3c00c7bfb8cc2
051edb24-f044-4d23-bfdc-3a7f18a2044a,3638,41.26,119.83,2025-01-07,731d3372fa08b614f711f8ea96bf1cf4
37b654ea-3e83-472f-a7eb-8af48e55cd94,2350,14.45,56.94,2024-07-15,d3ddf7d0748065cbaef1e4342a2b0330
5330da9b-79ba-4fc0-9902-4c63e056fa2b,264,34.17,68.18,2024-12-11,b6d1d3e9712d0eb87017e29cfabade14
4a1bd766-2972-4709-9d5b-90fc37d9392c,1314,10.43,133.44,2025-04-24,ef6c6246ac57d40582f633cbc4bb1587
866a80e6-1b19-4967-a5e8-c1273cb567d4,3722,32.17,133.12,2025-01-30,e6bccb51e3cc04a2daec5fc5815b6eae
a75cc921-c7cb-43cf-b7a9-6dd941d180cd,4687,30.07,121.23,2025-03-31,438b29d0e921630952961fa0ad64aa6e
ff870504-ff11-4619-8319-9e15fb42a793,3471,47.26,77.91,2025-03-19,c88d73393bb25cda40cade5db03a5102
8df47828-743b-4078-9eba-12596d15cfd7,754,30.86,147.81,2024-08-05,2466a17830664065838264ea11a95085
08391107-52d5-47b9-91c0-81a32a05fb84,1026,39.73,90.64,2025-04-11,342171ddc8ff45e8ee6ee105fc7a4bf8
a983f3c8-4628-40f7-a77a-f84573dfcfbd,459,18.76,69.19,2024-08-01,8370e23d1205766bae548dc3a1986461
ed2cde93-54ac-418d-98f7-6d7695287e7b,4582,34.2,58.64,2025-05-03,10a58e1caa5e04f2d656312257a42575
879db2d2-3df8-4751-9e49-678bb3b88ca8,3838,29.1,115.62,2025-04-29,acdd8faf5fb1015a5867a3c97f9f9be9
c75ba17a-d7b8-411f-9fb4-a8bacf4b1a0e,3319,43.09,67.32,2025-01-09,f2dc01ff59aeb7c9d36345551116efa5
6d97a9e8-60bf-49d5-aaf1-bf68c0491a83,3044,35.87,70.28,2025-03-25,40f134d11e0e3c16938845cd63570e19
a71cb9ee-fbe1-4777-b22d-9a0ba732b487,889,14.18,86.91,2024-12-16,07cf7a3cb49fd7b61889f64cb2b6b5d8
a7eb36a9-01d3-401c-9e29-5b67602bf859,2749,11.12,78.94,2025-02-24,370387c63828c24826600e51ab29a304
95769d38-7cf2-451c-8d12-77f8a7e5af62,4437,14.26,71.98,2024-11-09,2708276cefd2b69c89681cc97c415cef
b5eb6aa3-b6bc-402d-8564-19662a306b7c,90,40.26,81.6,2024-06-15,5914252e81581eb4128f7633659c4cc6
bd706cc6-c527-470c-9d7b-b7178cbcc61c,4520,18.07,142.99,2024-11-01,dc567a832fd3deb7a168695eeb8cc960
cdf3129e-97da-4cec-9312-6649437e6718,1969,20.77,147.69,2025-01-15,a2029cbd1e9a690e2ead6482cd24fae3
8505b4fa-8b63-4fb3-b635-b5d5bc30fbe1,4627,11.79,148.66,2025-04-02,ba4a8c551310d337f695ebb59bd39993
0a6c348c-408c-4a5f-b779-96e4048708a1,3964,11.83,82.14,2025-04-04,56aa26690ccb6c09c01a1be25054fd7d
4e16af53-7327-41e3-8fe9-ef134babd094,2529,10.34,86.31,2024-12-06,3248b7f197656bb479e753b5d16ecc88
c2700419-2eb1-46d0-9755-65269214adc5,2314,48.35,100.52,2024-10-03,ad8a6ad2a0e4ebc12fe169c72ee4610d
a6f19bcd-ad03-4652-bde1-2ef0b14a7fef,2577,40.07,122.84,2024-10-05,77a0e6cbe246ecc341fa34d05da16c4e
fb6c3ec3-465e-4807-aad3-6306a3f854dc,1062,38.11,60.64,2024-12-02,0da22c470717e0d9b572b4b37d04e1fb
4835a787-d3bf-46fb-bc3f-546591c8d95e,3337,45.86,100.85,2024-06-22,26ddac07c0c5ee0680156fcf0a580e12
eaa631f1-db48-47a1-9495-1886fcc0e4de,4114,42.3,65.87,2024-11-03,8d1b90a2c1292b768fd2c614b9bc5293
9a97692e-a440-41ff-8e12-70d0c0348f06,4811,41.84,98.22,2024-10-05,86c1d151abee65076949189734e30907
e71e6356-d821-42da-a671-3f0666ad6e72,307,21.6,66.0,2025-01-01,b28e9044b34bd5367bc2454738e662cc
2ec63c94-b815-4b48-8e62-436fda7347e0,3794,13.15,112.97,2024-10-30,e164724cfc405aca10dae9630aa71e5d
0ee399a8-ab4c-4f2c-8462-ded34c1d8d75,1898,45.38,130.94,2024-10-03,f68c5ac371850af69398db25294f15e6
e75317c9-86e8-47d6-909a-5dd6f60bcc0e,1154,40.75,66.94,2024-05-25,308b952cc43b3b091dc6fddde479fc86
67d9c871-9b90-4d41-ac0d-1b7573f61766,4110,30.65,123.14,2024-09-25,71c5f111719308941a1f9be59cbabde6
7acbd44d-726a-43e9-b726-c300536d63cf,4287,47.21,84.8,2024-12-31,f46a8760c4339c01478d24d57896edad
0394e16c-ab45-4062-81da-b54510ea28eb,1075,23.56,86.67,2024-06-16,86254cd4d5856214331a8aa20f86b6d0
4efeffac-3a55-489e-868e-5d5c62c08231,3530,11.6,121.56,2024-11-18,659776d9a0930921574b9eb8e6f00c5a
b8f021c2-7060-4b4d-af57-a4a69b412727,3176,19.56,149.7,2025-02-22,1b13c751fcb0c7ae862ef902dbb8eab5
dfac6e05-a22e-49e0-93bc-41ef5367a2f1,4972,13.0,66.09,2024-08-10,b85b9378cfae357afb90cd0fe3c33790
6418373f-ae75-43d1-bc2c-489473a5186a,4076,13.9,52.48,2025-02-02,e597c8b4986c12363e9bbadba2dbbe58
c143c990-683a-40a2-8c85-a599d6d99742,2536,31.89,146.93,2025-03-07,c1d9b452906a1aa84b83dba671bd3acd
4064e5f0-cbf9-4314-97dc-b784c164208e,715,29.96,96.03,2024-12-15,0b5899cf237d563f36760a568a47f38c
5e865800-0876-46e8-9b3d-a684d6dd1ebf,1391,47.36,66.99,2024-08-11,b7664b953558de6cd9e3f2f2ea711b47
d028f36f-ce38-4abc-bb99-9e01259a1666,2295,33.06,85.98,2024-05-22,ef1f060cc4bfc231fa682a9e29749115
0ce87a1d-0c1e-438a-b71c-236186ab9daf,583,17.17,127.42,2025-03-03,5cf4f268824e3f09c7d9564cf814fdc2
449e096a-715f-45cf-881f-faedbc52a2cc,2114,49.45,147.87,2025-02-07,cddb07f904114084cda74c188f6aad6c
e1e8e845-cf8f-40f2-bbdf-677d10597dfb,3622,36.01,64.9,2024-06-06,39ad197ae6a586015b47e51ffd532190
29234898-a72c-4d01-a79b-96816cc80c80,1016,48.87,99.34,2024-06-02,c225460d148733b02807b82577db3d50
0ab96b5f-a989-4ef5-9547-13fd226deaf6,2978,44.36,90.69,2025-02-01,2093eb48065789622b96b522512990b1
4a18727c-6b9d-41e8-8237-e855670b39af,1057,27.63,101.74,2024-09-22,b79a8aa7e0d2d50d27dfd7847ba5a287
00881ef3-f741-4d28-b5b4-edc05ac16cad,2570,24.95,118.54,2025-02-15,1465b3e5436c90537e22b0bd889e54e4
00d29f93-713a-4cd4-8112-857a2d7651a6,4145,28.0,137.86,2024-09-29,242e6c56c37f6f74e851e2d5c95c8844
fdfd88a5-cdf0-45ab-8cfe-e1ad57a63117,350,34.82,114.74,2025-04-22,e29420eae8214ecd1c05f25d838e2bfa
dde7a60f-3154-48c2-846a-784c5fc10b7d,2006,37.99,106.52,2025-03-27,a086563d075ce184ead862176c3847ff
23791716-ec3e-4fbb-b6c9-30cc1eca4a93,1267,44.12,79.78,2024-12-26,ace2496fd0479e4cfc35006cb219292a
90739c3d-acb4-480d-b679-145860fe33a9,1297,32.81,135.53,2024-06-12,ae05adc9ab45b6c60103aac495d884ce
7cb70bbf-39a5-4e49-80d0-d76ca7b8bb58,1828,25.53,96.77,2025-03-07,dc3d8c01e1a6e4865d3d99d6adc239d3
ff3dbff5-baa3-4498-8437-487d70f20668,766,23.96,97.38,2024-10-04,a0f67774584cfb6a619a70505f0b6a47
9e2888ff-058a-4472-b27d-4feba8caf2b5,4384,46.01,97.02,2025-01-01,2ff503c2430fea1f39fc9a1d7821718a
8988c317-9739-496b-9631-0ef1c5d80c9c,704,17.21,61.73,2025-03-05,11956d473608c7b04da9fbb5b708ce27
46a8a238-ca76-4434-a5bf-db773593c093,3252,40.73,70.75,2024-12-09,7c25285a74ebc8f65d69c4fb8422c0d9
b5e567bb-e639-4018-bda9-4d3d14be9e5f,2693,12.58,84.9,2024-07-23,80407474552fe8211b58def853a005d3
f0cc61c3-ff36-407e-9a3c-88b92d5e500e,4951,29.45,120.53,2024-08-15,9ffea9f08079b6035b7be1dbc69f4b0f
5bab9174-f110-407c-b375-5068f41b9a5e,3902,14.57,96.0,2025-02-13,23b15d8ffee4633ae1ba3d33dcb665f2
511ff861-edd1-4d35-a3e8-a6f3a1da3d80,4466,16.23,97.53,2025-01-18,50b9c355f8ba82fa58c62bc3e568dfec
b34727d5-e339-4ce8-ab3e-613ba28b9aa9,1749,22.81,54.1,2024-06-08,6d5a26522d82cb0bc173485e5af02989
b5fa6439-60cc-4f40-989d-7178eb1a244f,4925,40.97,57.18,2024-11-16,71863086eca521d32cac6889cd664f09
4ddc3107-d2ea-4140-a8fd-fdc117e05491,2962,41.58,147.88,2024-12-25,5ecdf37852df6f9e18769e3cc87ca010
ff11806c-5116-43a8-93bd-1c3324e3ae84,1749,12.16,136.93,2024-08-01,c7bd3b4b53b9bca053cc79c64cda8fcc
82231370-0341-44c4-8727-bac5d2ab7449,3465,20.79,113.93,2025-04-21,4803cc03020f94eadbe702c96acc7050
6b0e2507-10f0-4c38-a046-cc2d51376e3b,685,15.67,78.12,2024-10-03,b213d2f2898303510c84a1a1c75daa52
8ce520ce-6f8e-4460-9d54-d36cceff5734,670,21.93,121.51,2024-08-30,c201c2ff4135c7cf54af358f9e6acc89
44ecca06-7317-45ae-af81-d90ce5022f4d,3439,30.99,117.29,2025-01-15,b9a73e5f564b094bd2487634ce5a413a
39262d99-4f46-413b-8b40-008e5e529e70,2126,17.36,56.32,2024-11-21,613a1f97442bc5f39896cdee172f3e43
b083e1d5-69c4-4ceb-b811-491845513d27,3511,23.68,125.56,2024-05-21,451f7d34279690ce8d7d5a9fb84f3654
f2a4d33e-7183-4e16-9047-aa962613c71c,1348,17.94,144.25,2024-11-28,f84c1aa5e2015a4f63e5ea83dc7e4b77
bdeabc2e-6a77-4401-8404-c5df0fb81424,3946,29.02,119.19,2024-12-30,2c8e5407c1d80d29a3bc7c8fb8c0898f
4346d8a6-e850-49ae-b371-c0a7e80041cf,1317,48.62,94.24,2025-02-12,f3b270142cb927aaef7dd69b3f9219de
83cbf37d-5bff-417f-b7e2-c1890cd04286,4673,25.57,51.98,2025-03-24,2cdaea307cd7fc625946f471b3cdf580
083ae243-5e43-4e04-b5f2-6419addf66ba,4892,17.94,122.55,2024-08-19,f928ae3864ab3b890bdceac6e672663f
e284a37e-0357-4387-9ff1-918c285c848b,4739,34.66,83.05,2025-02-15,d5a1bbd167492033d3e7530ddacb1a1c
4f8c9b89-9b7e-4fa0-b523-43e3feb5be4e,2593,10.57,139.75,2024-09-04,f80a35d4cd5fb8bcab532ae2546b518a
efa272e0-a8bd-4e1d-b7b6-2c76cc1bc913,1209,29.98,82.32,2024-05-27,e64162fd2ad5d216be0e945ccd766500
debc1b14-bc2f-42b5-95dd-231cc5047968,3330,20.51,122.51,2024-10-07,dded9d19e87347768be1341faceb6a1b
eea91c01-c28e-4f7c-9938-8d1197cf2cd6,3691,47.73,135.87,2024-09-24,409c2e59427ed0308b4f163ab2699ad1
a71d5012-204b-4983-af0f-f395dee03b71,3681,35.56,108.26,2025-02-08,c93a0edaa933def885369aaf8e9741f2
306abeba-d44a-4e47-b7f4-a583f77937f1,299,18.74,147.92,2025-02-13,2637f57e14eeedd23068152726dbc6eb
62c6f7c0-5138-4663-a439-80008cb52c9d,3443,37.86,127.66,2025-03-18,846fc5a587fde17f049ac299ce8da32b
cc2e7316-c4ee-45a9-a250-702aeb44a43e,4923,25.1,85.46,2025-01-10,3daaa3dfaa39315b7969ae88cf5cd969
b84ac60a-8184-4bc6-8a88-b4992e5c3c1d,1566,48.87,108.11,2024-09-02,8fdc3eabd9d90037758bf79404928f09
50edfb5d-982c-48cb-b675-d6184623f04d,118,24.81,87.02,2025-05-06,a65212a509928ce6162385b521e9c3dd
9671dd21-5fa3-4fa7-8094-b7f827c21baf,2474,45.87,100.71,2025-04-13,1fffff3e3a6b01d3b4ef1d4533705287
d72706ac-a3a6-48e3-8f73-149c54433522,1022,37.97,115.24,2024-09-25,e5ef078a9bbd39d78558dffaafbcafae
560516c5-3612-4e86-a9f9-e0fb6aa7c2a5,3736,26.56,85.82,2025-03-28,10c5cfbee034821b712f9a82a0fc2b9f
968322e4-b4b3-460c-a64c-a809dff20518,4444,27.03,147.43,2024-07-07,2160466514ee166524c5b7cb19e34216
dcf913c0-74c5-43ca-9fbc-a64398be7c1f,2752,14.54,68.41,2025-02-22,b80d7853005f8c4068bd6f74ee9eb8cf
b3d71346-2af4-4ea7-8792-3858ea9b9a7d,3510,24.92,105.72,2024-09-17,f7adf7c10c801265ce68efee9fc8026c
0a4e3dd8-61c7-45a6-8500-83c0f427b55a,1333,31.71,88.77,2024-12-18,5d16be6d48504925f5dd9be77c024e9e
17554992-b769-463a-b95f-48b44acd79f5,3584,35.36,120.51,2024-07-28,02caa2f268ea7a7f8ada2e3166fa1c30
a61c3646-bfe8-4f69-82a6-7b2204d9664f,813,49.81,130.79,2025-05-07,7c22c1b8a951695b3717d2bdad4ed632
33e09989-9f43-4a3a-add4-36d79ec1ab36,851,13.59,52.63,2025-04-02,f97bb3e4dcc8f92284613819ead92f03
f3edf7e3-354e-40e3-8273-e79f2a3da9d8,3370,14.15,125.24,2024-10-01,07ecf19be72ec9362f3de67b20c66edf
7aa87f43-8e74-4060-95aa-91196b8ef68d,4463,13.99,94.97,2024-11-08,11d080bfb94ff7cca932f632870338da
f6e53a77-0210-4e94-85c1-815f29c34724,4762,42.23,117.1,2024-05-19,daad675fa61930b2a145691e81dff0da
