AbandonedCartID,CustomerID,ProductID,DateAbandoned,RecoveryEmailSent,RowHash
f2273e06-fddc-4af1-9377-e8e9c76921a0,cca906af-6247-4f65-82be-311947bfff74,3811,2025-03-24,No,44f76958583e06bd069c0c009921ea35
33bc5916-be1e-46ac-b07b-8fc57877236a,efd12b55-23e9-4f58-a207-35e1da7e7afe,3390,2025-03-13,Yes,fd19cac10d61a5ff20fe3d71fa1f3271
f50064d5-e4ad-4546-8751-fef51c465667,7f191b14-927f-4975-84a6-4139f6dc9dae,1396,2025-04-09,Yes,61d45fa1f7558c8578557ddf69d7f126
840a648c-ef03-424a-9481-1cd5735c420e,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,3566,2025-02-23,No,7d172b4b7a42fc7cefcff1d48385fe11
295a7e70-7464-45bf-9d19-a5f51a58b7aa,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,4520,2025-03-06,No,0be4f1d441b28798475bb7393ddc2db5
d1943666-9410-41d8-a653-112dc017388b,98079c5e-8c4a-4564-9ca5-658f9db89953,2988,2025-03-27,Yes,424f5122912bf19cb54d72440a0cf54b
74ab9101-3449-4a3d-bf0f-c7be9175f363,2421a4de-b9b6-4373-992d-f10380e8449e,3295,2025-04-22,Yes,0ab7f510a66dbbe7f35feb08ee9aef52
5fb26651-6727-4678-a65d-762129b5089f,c0e366b0-4820-408e-94df-b7532085e9c5,3307,2025-04-24,No,991e4091c8d3b68882631fe7667de251
2f5c23bc-2017-4de8-8a00-5a078e42e69c,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,329,2025-02-25,No,58d58c505a5fe44deed8bc1eb8707dac
a40ad71a-6d76-416c-b471-4603844143b4,e52160b8-9208-4ee8-b49e-702370bb38e0,2492,2025-05-09,No,c059a7a628d52f2b0de6feda147021ad
2594e304-21e5-4159-88c4-0e8d43165fe3,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,362,2025-05-04,No,65f2126f818f7fef8086e1ed4ea69e47
0c751bc9-2cc7-4ba2-8386-49e38f0ca4aa,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,4931,2025-03-16,No,892f8f53083bf40cc708687bd81eb168
792f99a1-b816-4e87-8fbb-20f7feaf883e,270a78d4-d980-45c3-bf41-9c12bdda3546,331,2025-02-23,No,cbd49ed4e63117077e8d44b3f92a56ef
0b7aa1ad-9678-44e0-8705-972cc06e161f,c0e366b0-4820-408e-94df-b7532085e9c5,3930,2025-03-24,Yes,2e800dbf96f07054da6852e952c03c78
0a42878b-ab27-4c15-98f5-3ee00530abcd,a0d03e66-36a9-4e3a-b061-90884a47209d,4003,2025-04-09,Yes,c38065f27abcb1ae049b3bfbb4fef10b
3f36b8f4-916e-43d9-82a4-b867a361b229,86664865-4e84-4896-b9b1-3d58a3c19a13,4842,2025-03-03,Yes,97cc5304da10cccb4835ee6ec7f409f8
17675679-9ba7-4188-8f60-e05de3ccf29e,eb0851e2-3417-47e5-b97e-36ebf487607f,4911,2025-02-25,Yes,45dcaa28a435870e63081f136c5ff2e0
592a4e23-e2d9-4fd2-8704-88983848698d,5f2643f1-ca38-40c5-adaa-748da8a72c69,3045,2025-04-01,Yes,c095b3e551e8cd6e1f1e864f6ee4bafa
e6d5d252-2b88-4340-934b-f1334e4e74a7,01d50da8-b34d-48ef-b445-cefaaa00514b,4234,2025-04-27,No,a963bb3e8f4bf16dfb7b50133c22aaca
aea3a269-dedd-4a97-8001-f9ecfe5345be,11f5a691-d739-491e-8a3d-0cac3ba34fc5,1347,2025-02-21,Yes,cdb4ece9cb8e56e04901f1f7314ef4f7
217d6559-fad4-4a32-9385-b04f0c4ed8c4,85c32511-7f37-4de1-882f-2efa8040dea4,4636,2025-04-07,Yes,5294d119b7b048fc9b7641522572a176
015737c6-909b-49c7-ac86-cacd295a2c65,66beab47-39b9-4dca-b770-73f070a08070,1839,2025-03-13,No,f51063faad738fb06346a136dcbc2637
656292f4-dba0-4ab2-a29f-adac8106a6ca,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,727,2025-04-17,Yes,72e8b1a298f798eeff2b98d1fc3fea0d
74825f03-4ff5-424a-ab1a-c44f9d50878c,15da51da-ad36-4db6-958f-37f69e74b4b6,2233,2025-04-05,Yes,3e30626445378beb12e6b43cb0aeaa0c
d06e27a7-7687-4395-a6e4-4f33d3c5b84c,088e7d05-b0ef-4166-acb0-16d57f776a6a,4790,2025-04-26,No,e841241b8c4d2e269af0cffbf6875924
b8e0c4e4-dcb7-4ea7-ba5d-37f1d42e19e8,07a7c40b-1082-478f-be65-ed92db3c2b5b,4984,2025-03-20,Yes,b9b5441b291994889506aa2d1c52ab81
c29860ef-e9a0-4b72-8cfa-3e1a436133b9,088e7d05-b0ef-4166-acb0-16d57f776a6a,2421,2025-02-28,Yes,768589bc3ce13a62fb52a2e0c34bb191
190bff8e-588d-451d-b5f3-037833466d6d,6e33f6a3-8056-4cdc-abd5-b6554a925aca,1435,2025-02-14,Yes,c7d4bf5214183b76d5112dcb9139905e
affbf09d-a57d-4fec-9daa-fa5d9602744f,2c063f55-8e12-40f5-82d1-e02e8211dcaf,1468,2025-02-09,No,3820ccfb892fa789d77f36bde531265d
185a63af-45fc-4e14-a70f-458217139ab5,01d50da8-b34d-48ef-b445-cefaaa00514b,2561,2025-03-06,No,474d37a85a39ecbbdd35fdc46a6a20c4
41bd421a-70f0-41ea-a16e-e32148847178,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,4,2025-04-23,No,a7ca7ef9e93c8111f26182461ab561c2
80a920c8-ee7b-4936-a946-e3cb7f0ffcca,1839e3f3-d986-40e7-b0da-022e91928a13,3531,2025-02-09,Yes,5c6169d8cc7c47185a9ff5bf3b1750e1
239c04d0-a3ba-4b27-ad5d-9c57f471615d,f326cd1e-3549-45d6-9382-4ce1eebadcf0,233,2025-04-04,Yes,66fc7e1c8107431f455ec3bb03f78309
bf1402c6-dadd-4f2b-8954-31193a2d1a2b,efd12b55-23e9-4f58-a207-35e1da7e7afe,199,2025-03-30,No,4cb04e84617f52664f6247200a604928
83c14701-8807-4589-a1eb-f867d08c8cd0,1839e3f3-d986-40e7-b0da-022e91928a13,2589,2025-04-23,Yes,da5acd5bcddff6710bf48924213f8ed9
388bf457-ec70-45be-8e00-c56c350b25e8,6e33f6a3-8056-4cdc-abd5-b6554a925aca,4015,2025-05-09,Yes,a98756ccae633b3616bdb2d0fb42d3a7
0da70be5-9026-4911-ac13-087c1ab10014,15da51da-ad36-4db6-958f-37f69e74b4b6,3177,2025-03-26,Yes,ff1a2ef6c59d3b3e87b2099a43d0ff13
9ea022dc-894d-4ba9-9d5f-51bd52a85813,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2470,2025-04-21,No,69c377e7b1c687c4314aaa45fc6b35a6
66df39a4-aea2-4b51-9330-04f30fe9765f,cca906af-6247-4f65-82be-311947bfff74,3734,2025-03-10,No,7d8a63f0d1ae7a31cca5384ec9a8f2a0
865f0282-8d8b-455f-b5a4-d975f803f112,07a7c40b-1082-478f-be65-ed92db3c2b5b,966,2025-04-21,Yes,1f07dd94b49e00dd0b8004cf80d75e6b
cb04bacc-698b-48d4-bfa6-4f6205246807,e27170d8-ce33-4bf7-8f25-44b9c31f435b,3237,2025-03-29,No,6a4132c123701b46e63ea3d09c3f3f89
9ea430eb-535f-4d0d-86df-4e29682d3711,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2626,2025-03-17,No,22319667f5a809906e306fda0afc926b
7801313d-7a61-4f95-b2bb-012f45c062f3,98079c5e-8c4a-4564-9ca5-658f9db89953,2401,2025-04-10,Yes,c7d0bf510a974bffd6cb9d5a421d50dd
fa620ece-82f3-47fd-8542-963f6400f9d1,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,3117,2025-03-26,Yes,7ec5e647218085ffe2d7600616febeac
34da73e3-0b7a-48fd-b831-291dee07ad22,90448626-31aa-4d65-a854-dab84c21bac0,288,2025-04-28,No,3f57eb4817a00b30150abc9f1d77cb92
e2dc0455-c711-4eec-8d21-31a484bc57ea,2eb88cd9-93aa-4403-b930-4d0d8ababa21,3450,2025-03-02,Yes,ce077948cebf5c4d8d4d788b36bf64da
439e3351-94de-46f2-874c-2baba134c8ab,ff2d9922-b0db-4e79-9e69-dde9abb78db2,1896,2025-02-13,No,059935c35cf29d2d709f2aac56b9db73
b13fbec7-5ad0-44f6-9664-2001a9b83e35,fc6dcd99-4fd3-49f2-aac7-18023820fe39,3020,2025-05-05,No,968e7655c0ce3f5bc946f1942bf687fc
235d0719-9249-45f7-9d51-0631fe7b578b,93a2faf7-17c8-4513-b63e-f27c8b36314e,556,2025-04-22,Yes,a03efe25fa7988b1f91962127267a528
6636bbbd-a598-4d15-9118-cfd12e48d63d,bed734db-9554-4ebe-b415-628b657962d6,707,2025-05-01,Yes,189a774cc08c07edb875a77ec573522a
4fc763aa-382b-4798-829d-fb8ad8c815c8,545d1542-4e1e-4804-851b-400d5b020f68,4037,2025-04-07,No,a136b7583ee482d47c4c2c5d14875a83
c39973da-739d-41bf-b536-25ca0cb96938,788d99f0-9972-408f-858c-28268e4d1d93,3185,2025-03-18,Yes,6c65cfb92b37d16e38d38c05bc4f3ede
e750f22d-64ad-4a40-9292-e92193f85fd3,bed734db-9554-4ebe-b415-628b657962d6,1135,2025-02-13,No,df8812892dd77c334a2a44c07a684951
54469d1d-4abb-453c-9b25-f71223659305,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,85,2025-04-21,Yes,e31dec73018ec8f86551caa630b40735
7bc9fcd0-ba42-4ec5-b9f2-6dc34bc812f6,5638cc23-cfdb-40de-9577-4997569c48f3,3788,2025-03-23,Yes,a957665a7312aa1789be260979dccb37
fd7cd661-20a7-4cc1-9b77-31b94a6eedbc,07a7c40b-1082-478f-be65-ed92db3c2b5b,226,2025-05-08,No,9de7496c1c92e5b8c11a2eab2c06c3f3
5d2b5294-fd94-4352-8df5-9c4362bc6bf5,6b429bc0-656f-47dd-9580-28efbaf20c9b,3495,2025-04-27,Yes,7159c57e3a88e69a9461d81c0a0b2f83
3cce8913-e080-4b3a-a3cc-b7ab3768a61e,9de85a38-608f-45f2-b25f-78aab3924fa9,3583,2025-02-21,No,cde6458ab65816fc55a540c3ea46569a
cc4fe377-8467-48c3-a28c-a0ec947d5527,efd12b55-23e9-4f58-a207-35e1da7e7afe,4129,2025-02-16,Yes,cf41b07e29fa931e2097e5236653e1a2
e2e80607-53c6-478d-9bb1-5f3e6816ac49,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,1567,2025-05-10,Yes,81d03fbda264d881211bdd5ddc6321d4
567409ba-d42e-4a39-95b4-7d4a75be3daa,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2189,2025-04-28,Yes,ac21cc809449f34e9e13cc777140f2e8
8bf28b83-1db0-4b2a-8d50-da22d130eca1,bc0e387c-0b60-4a80-9ee9-45178de8cb66,4794,2025-03-25,No,a074959e926271ef96301f4ce0229070
2fec61c3-9ed5-4961-ba76-bd423a802be1,fc6dcd99-4fd3-49f2-aac7-18023820fe39,1448,2025-05-09,No,528f855f256aa0b4f97e617f68669ced
9697dd1b-3cf0-4d51-9f58-0a16306d709f,07a7c40b-1082-478f-be65-ed92db3c2b5b,1650,2025-02-20,Yes,3da10cc3ed85976e7e8f9d629f0c1730
2ec61df3-9327-49ee-989e-ee10689d9f49,2e90cc5a-37c7-450a-ae09-18d7be038c34,123,2025-04-16,No,94de98e42139991b6a4bd439ec11db17
c981a013-bced-4866-954a-4a95d8e2c500,bb8f9480-8fc2-46ac-8f93-942acc115626,4770,2025-05-10,No,2b426946848676c70a57a702176fc7fc
397941b7-939a-4f60-a46e-12b8eac659f7,86664865-4e84-4896-b9b1-3d58a3c19a13,1889,2025-02-10,Yes,37eacad649176c24b81893ef2d36070d
dcdc916b-21e4-4552-95d2-8de06635e4d0,2421a4de-b9b6-4373-992d-f10380e8449e,11,2025-04-16,No,350a0ffcc9b882541cd607cd8ae7d5a6
4ad6f1c2-8bdb-4970-98e9-97860e26c17b,cca906af-6247-4f65-82be-311947bfff74,395,2025-04-13,No,4850aafcb08c4fbc3e36cd51e8c6797a
fc4b7f3f-945c-42b3-bf3c-0f57103ce9a3,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2174,2025-05-02,Yes,8ac862769d622b791582a890e37fe591
1a261304-8b41-4666-abf4-c49d386651c9,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2529,2025-02-16,No,dd1ffca9f1c3ce346375b0cc398f7773
03b144c8-6b0d-44a8-b20a-08d5b08a80aa,088e7d05-b0ef-4166-acb0-16d57f776a6a,85,2025-05-02,Yes,1744c86285c5367179c9c3d4a5275def
03dc483c-960c-436c-940f-9eddaa673e0b,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2675,2025-04-14,No,6e5bac2145294d1cbb67dc93d741a746
80eadc93-88f6-449b-81f2-0a318ecce92f,c0e366b0-4820-408e-94df-b7532085e9c5,4092,2025-02-20,Yes,2a10d7fac12893ecfc2ef6479c3c4599
097bfb1e-94cc-4ba7-8eec-9ea1a57cc0df,b92ca163-e06f-44a7-896f-f4b2dd7e856f,1752,2025-05-11,Yes,845926155889b7ad911dea484bf54fd2
f661329a-c641-4c93-9bfd-6b361d5d76e6,0cae327d-3c1c-4b9b-b1e0-103207463ade,1947,2025-02-09,No,8b3131a00163a3aa7b50da4627e9789e
a2137a14-e600-45ab-a455-f0f88dda57c6,653cd13f-483a-49af-9e45-04707ae1508e,1750,2025-04-22,Yes,2e1645b85f9437388102ace964d89d67
d57b0f5c-5a5a-4781-b010-355324d6302b,2998fa4a-22d8-4603-a0fe-09f27c36a0db,1327,2025-03-20,No,16654dfef093ebdc342561dc230719ab
30abe555-d424-46c4-a707-9a5620eb7dda,2eb88cd9-93aa-4403-b930-4d0d8ababa21,3637,2025-02-11,Yes,bdb065a1e75b400a3d2e4301fa694a0b
d20d3646-f1bc-4490-8c56-78d855ff75ce,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,1852,2025-04-16,No,7e744e1c594e0b5cde0f0815d2e0bc8c
a604840f-729f-44a0-b3fe-6e3b2e8a48f3,7f191b14-927f-4975-84a6-4139f6dc9dae,3144,2025-03-15,Yes,bc7114ad4d8fbe3a4756febc34bcff39
127decfd-fb4b-4cbe-af12-f28bc37c88cf,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,648,2025-03-20,No,d80b2d4cce610fb0ff86e73609a75949
801eb4da-a5e5-40a4-a4d2-423e958a3012,fc6dcd99-4fd3-49f2-aac7-18023820fe39,3033,2025-04-01,Yes,98d214b9bfc281eb72d5c156e2149232
7e2918ce-a12d-452f-95f5-a6b9f4598c51,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,419,2025-02-20,Yes,73d7786f5781729358d8420223c6130e
5c796037-5e84-4899-886b-c06733f17a9a,8070fcf1-87d8-48e5-988f-1f369c06cdc1,625,2025-03-17,Yes,b36687860acb6d8dc224f4667a6e91d1
c87e5626-bee1-43d3-b038-762d2226bec0,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,1938,2025-03-31,Yes,55123adeae792fa6526389af8b4e607d
452c4428-4dc4-458a-80d1-991f9e6208a8,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,981,2025-04-08,No,7f9a7d4abaabfc399e3449f4c42df57c
408d51a3-1cd9-49e3-9fb8-e53f872c3660,6b429bc0-656f-47dd-9580-28efbaf20c9b,4521,2025-02-22,No,38e174c2e662cfe5a0e8cb5490143a13
59d86a23-5975-4460-90f9-c4e5738cbc4b,86664865-4e84-4896-b9b1-3d58a3c19a13,2962,2025-03-31,Yes,f6a1034a269ae48cee951e89b469d058
550223a9-d6ee-4b92-b6dd-38b8cafa3d89,9de85a38-608f-45f2-b25f-78aab3924fa9,3167,2025-05-02,No,501c43cdfefb612d1ad75babcf90c5cd
d413bfc2-7203-49eb-bbc0-d10c8ddcb3f9,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2978,2025-04-23,No,a3fc55b579bccf355989b3413dcff64b
a23f30d7-9e64-473d-b473-e52ac1d467c7,e27170d8-ce33-4bf7-8f25-44b9c31f435b,1985,2025-04-25,No,4d320e687efcb9d90885a50892dd6ec2
33dd56e5-2dbd-4818-8c41-fa932080cc81,9d69cc1c-f492-4f69-938c-91efee85a672,2456,2025-04-25,No,99638152e29424514efd4814eba4620d
87b1eb65-1d26-4e3f-9e5e-5d2e4f0098b3,f326cd1e-3549-45d6-9382-4ce1eebadcf0,4199,2025-02-25,No,b57714d356b4ea7171d76af6d6df51a1
3f63eef4-4049-4dcf-97da-abc83f9dc81f,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2254,2025-04-04,Yes,7454f39cc34791738096ddfadabc4504
7d6f6036-3a70-4dc2-acbe-bc40e1c82815,02cb4728-42fb-4733-962c-19a1d3c00406,1861,2025-03-01,Yes,491d33ecde44ea229d73617f71277768
815d3d89-0324-42c9-bdb6-33545f068233,035765ce-dcbc-478b-b43f-f38992c442ff,3917,2025-04-27,No,5e21fa61f1895a726d2c8d4f7e5970c9
05f3eebb-5f94-43c8-9ab8-3fe45d593558,f326cd1e-3549-45d6-9382-4ce1eebadcf0,3859,2025-02-24,No,90066c9c0b8e3f04a33e040f2920869b
