AssignmentID,ProductID,CategoryID,RowHash
cb38a89f-2d95-427a-bafa-adde96d82ffa,24e5871b-7413-464e-9e39-28c555874874,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,908f68685240a0bc6e0530481b0414fd
712082be-51e1-4580-86a4-9e820f3c61bf,c97c4957-1aab-4f74-9284-def5d2a0ae0e,cecf7838-ae0c-4243-8cc9-ecdae4b70523,338f33ec8958bf6503acf599a4474020
98568030-0a8b-4042-957e-902c91ec53e6,32133537-346e-4657-9fb2-5dd62ca0d890,44223eff-bc2f-4d95-a82d-ee3327f59f92,766a41048379c667340bf34868c9c2d4
d90cd71f-3218-4e71-85d3-8d56a0d1304f,8156b7e7-ddba-4dc8-9acb-944138ce5ebc,5870cd68-fb9d-4d72-91d2-1a7c2fe40163,8da99b33d4e19d908e4042ea931875c3
f6ca5b2a-87db-48e8-a825-5e4f2254db0c,7b9e194e-a0d6-43e3-bc90-d6564236f635,44223eff-bc2f-4d95-a82d-ee3327f59f92,3476e6d67c9ea7bbcfd169ea7f07524b
fd5a8203-8678-4a2e-9740-da493dce8422,7ddb7147-cff4-412e-9442-044f17f9ea0c,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,86a89292d431e985bc842ea8076d4f84
46595782-5246-4379-acd2-3ee1ba93401f,8a82854b-3d29-4cbe-895a-b1e8655a4a68,5870cd68-fb9d-4d72-91d2-1a7c2fe40163,e8429a322da13901243a9bc906303d25
9797be26-71fe-4230-aba4-1ea43d0ec954,82ea7336-4ec5-4fd3-a642-0ca9c97850c5,0478052e-fc6e-4b6b-b568-078f23cdd983,86339a2de7a428ee998f6f04eab9d56a
67e87b6d-95fd-48e8-bd3a-6aca2e9d873f,d29ade71-ed54-4e78-8cc4-cde9726d73f3,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,b44483698681aad8122b14a0036f1875
835aada4-184c-44ef-9fa4-1975d4b2b552,9c44a4d8-a63d-4791-845c-ab20569983cf,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,275d834a36e50a57e46e80e7c2dfa070
c9a984f3-0df4-4424-b8a6-7b8e4fdd1ac1,a7c4dcca-de4a-442d-86f2-313be63a3d35,cecf7838-ae0c-4243-8cc9-ecdae4b70523,2c6efcc09ca375deb99106968c9dd48f
f59aa658-0d70-49f4-9140-355974f1bf2f,ab378b87-c85a-4b64-af15-bcb07633e384,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,982d1b2ef5021a9ed864e982311a46bf
52c21f15-b1f5-41d8-88e5-0871c87709fd,edb0fe67-6edb-4e53-953e-210a8ef3b111,0478052e-fc6e-4b6b-b568-078f23cdd983,5242524acd4bb4a4b9ada477ba8d553f
f8f0a70e-eeb2-4680-9ead-d02d7c19b228,7356de8c-5207-4724-85c1-93a319087b72,0478052e-fc6e-4b6b-b568-078f23cdd983,648ec36f80b37757fcc87167904f3b19
d1ab821b-91da-426f-8b28-c37039c14e55,76adcee9-791a-4f8f-a9c5-3f2bfcd1d53c,0478052e-fc6e-4b6b-b568-078f23cdd983,c19083ee56765d592915adb8a7364846
94e8ef17-362a-4605-bedc-e28bec4eb693,d22762c6-ba17-418c-a4e1-fd7f72a691f3,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,630ad747db1d65c0994642594a06e88a
8cde89f6-69d0-4757-92e3-34551e6263bc,0eba7c3e-65c9-42f6-85ae-746baf657363,44223eff-bc2f-4d95-a82d-ee3327f59f92,0a57add5fcfc2004ebeb8aa762051ebb
cf250b43-66d9-40b6-b89a-aee959ebd681,7d28c0a8-1a8e-403c-b5e1-5b605bb3df49,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,e58456a56145cef0b2be01529c90d5bf
229bc752-2f4d-4039-9327-e940de1925f6,c24ed3fa-d789-47d6-aa43-a73891cb70a5,cecf7838-ae0c-4243-8cc9-ecdae4b70523,ead5e631b97f6e9533430bab07196872
d11ab10e-f9a0-4d4f-8c51-640e3c049de5,d849933e-4206-4bb6-aaed-f658bc7a1e52,0478052e-fc6e-4b6b-b568-078f23cdd983,10f43952340cb01619fc45881895b7c7
6414139d-459c-4385-b996-c80be10898af,5caab489-4baf-4ed4-ba8d-ccee75b94f58,cecf7838-ae0c-4243-8cc9-ecdae4b70523,be73105e0b4fe5b4f97972e1852e0e0f
9396f755-bafe-4a0c-8f8a-c8ea13e793a0,42d09cfe-ac78-4cf6-90b9-c38c95d28eff,0478052e-fc6e-4b6b-b568-078f23cdd983,3bd9b6ba82b6ad88d32d3cb8b7fceff3
a61a4c05-735e-4f02-ae8e-dbb35ec8f4c9,6aadcfce-fae5-47fa-9749-d0a5e0994fc0,cecf7838-ae0c-4243-8cc9-ecdae4b70523,c7c516c083f9fb4f42a725df8d1b5819
8ee7b61f-e3b7-4d2a-b7d6-1b00bca2c926,c3ddf037-c6dd-4cd3-9b07-68c7ca86b9e2,5870cd68-fb9d-4d72-91d2-1a7c2fe40163,aa5175eef5caf978cbb080e441e45ee3
677952d5-7cdb-4e83-8667-a6bd19a48cbb,aae6e590-202e-46a4-b50a-fd4f65be05f5,5870cd68-fb9d-4d72-91d2-1a7c2fe40163,654755d9e06fed8c02576329a74321a8
f79ab97e-cfdd-4037-8d76-ba64b3070188,a026bbc6-7075-4199-b1f2-efbbb3fbc4ea,0478052e-fc6e-4b6b-b568-078f23cdd983,c8121d3e910213bf8123c9690291e809
3127f11b-e0c8-425c-85af-491f5b592771,25bcf367-bcd2-470a-9446-e813269e8a8a,cecf7838-ae0c-4243-8cc9-ecdae4b70523,216c7125eed15c79ad882c86bb3c1a8f
c69052ae-e2e4-4c54-8032-871668ac2f2a,5fd59361-c0f7-4bd8-b7de-d99a3d9cf1a4,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,9b8d6038557378eaa17f78e0d83ab96e
635336ed-62f1-4848-8ec6-32026153b148,6a061f05-4d08-4513-ab1d-4d616d73d3b5,44223eff-bc2f-4d95-a82d-ee3327f59f92,e56a80122ed5b35fa8d61a72fad835e0
d63876c2-cdf8-4555-9fdb-07891dc2f029,9b7a8ea1-968f-4664-a897-831c229fc09f,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,9cb2c5923fd46c2b9a35acde33486528
d8e02763-4313-4af7-90c3-b79ed8fa47f6,32c5880d-8177-4674-909b-189badaa5ca1,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,dbb1863d509f31908f0d356adadd496c
c087a8cc-bbfe-4607-b825-b5f52ce6e719,7ddfe579-2190-47a6-986e-89d9566cfb61,44223eff-bc2f-4d95-a82d-ee3327f59f92,e364cf0295e3460cff879d360858beac
79581442-1180-47c0-a766-e945f0892b6a,37b6c7f8-30c9-4991-8c5b-1c7edbdceb8f,44223eff-bc2f-4d95-a82d-ee3327f59f92,82af491b87cedcacbc5ef505ebc40c96
3c0e4bd3-766a-428a-97eb-67f16259026a,0064d480-4ce1-4714-b28c-bbd74a2b2610,cecf7838-ae0c-4243-8cc9-ecdae4b70523,db41e0b2a6db993d55df37fec7d080f2
08ab5022-09d5-4131-97c4-277f288c6e68,65041dcf-2baa-4156-af95-d4d2b52099ed,44223eff-bc2f-4d95-a82d-ee3327f59f92,f23f106adb90d29630337974cf1c532a
6f209b0b-b3b7-4c3a-bd87-38e70ac0adf0,62edc686-5289-4f18-8983-a87efc6c6a55,5870cd68-fb9d-4d72-91d2-1a7c2fe40163,ec9c71d22f395ef19661b322b3a0c802
503df58d-5404-4dc9-831b-5a63dd725ffe,734a7d17-2822-40ea-a376-c74fb2f553a0,44223eff-bc2f-4d95-a82d-ee3327f59f92,8b7721002e5cb0d3ea9b335928ec6a62
66a7822e-9a70-4813-ad34-b9946aa78497,b2bf0097-667e-402c-9d50-bb4bea7150e4,de434d58-2a1f-436a-b2aa-577c9ea8a1b9,a4db4f6507b8f6d90cbaf8a6d6883a64
cede8a95-3f2a-4a45-b7af-8b0facd6289f,b74a8314-1323-4504-98e2-326687983a8c,0478052e-fc6e-4b6b-b568-078f23cdd983,429b805e232755b8fe6d43182e20f659
57b8fd34-c281-4c05-ac34-fc30cbec4a84,2db2d47c-e877-4552-89be-c0be4bc9ce37,5870cd68-fb9d-4d72-91d2-1a7c2fe40163,45c5ed947168c997e253e387320a36da
c3c7c4ee-6985-46cd-9c0e-fcd3c8fafca3,c15ddf63-00ca-4121-918c-11112f6fb4cd,44223eff-bc2f-4d95-a82d-ee3327f59f92,b9bd1ff43f8b68c1eb8c700b4b90ccf0
bdb11775-6b09-4878-a70f-fe46817db7ff,6b675351-9893-42ac-8c62-61c5ec8f3e34,44223eff-bc2f-4d95-a82d-ee3327f59f92,c98b8ad3bbda02f0d952402baf6c92bc
fb5a3d1a-1e82-4232-b6c7-1bdd94e83b0d,8a08e1d9-af1d-48b2-8535-f24eec37cc33,0478052e-fc6e-4b6b-b568-078f23cdd983,df4006add97cd2e46f21be58fdb0a0a2
