TrackingID,ShipmentID,TrackingTime,Location,Status,RowHash
4769bdc2-7503-4f0a-9d95-04a77eea279d,8382f264-f2dc-4a63-816e-91eefce5eabe,2025-04-25 00:14:20,West Edward,Delivered,1faabb73ead8d1cef0fcb0ad8b1a3cb5
5e65303c-411f-41d7-99f9-0f55a6d39925,7c548359-5fc4-4f41-abd5-ad1558c1c7b5,2025-05-12 12:58:49,Elizabethburgh,Delivered,2b585fee4639b769b76475554c032b6a
dba5adce-f328-4b18-98a4-49fec6b10e25,9825cfbc-0e08-4f0a-8c36-556051c2cba7,2025-04-15 09:15:45,Christopherport,Scanned,db55237c9999547402e5b74af9a3a64d
5015f1fd-4935-4712-a1ac-5919dd7f87f3,9825cfbc-0e08-4f0a-8c36-556051c2cba7,2025-04-18 03:29:49,Kimberlyborough,Exception,647c194b39a72dfd5d5ab63d890017ea
fb16590a-31c9-4e93-9178-8c877485310d,f53487b1-8733-4950-98a2-da161491cc3f,2025-05-04 01:24:53,Benjaminstad,Delivered,8b775d4d0a31472a0f0b05e038e704a1
69eb50c7-bbb0-40ae-8358-ee15ee350935,f53487b1-8733-4950-98a2-da161491cc3f,2025-04-17 04:05:25,East Stephen,Delivered,6ff4759b34c4b8194cb1a11ee12d7a2c
6a73970e-2642-4532-8b3f-25b7fd4e7706,efa3e6f0-0244-4825-941f-60397c89bd1b,2025-05-12 09:34:40,Port Sean,In Transit,934e60564bcf9075a45cc208cc71ae4d
0fc384f3-45ff-4478-8c90-91a0d8f097c0,efa3e6f0-0244-4825-941f-60397c89bd1b,2025-05-03 05:32:19,Figueroamouth,Delivered,42cd66568959dd993b76a41ea564e196
ae93e92f-c543-4934-b19c-b6fc4465d2f5,09e3b252-b9e8-4b24-9205-89051e89f807,2025-05-01 01:46:34,Lake Ericafurt,Scanned,b79405792a118a3c7705587e189e281d
fb2008a0-148b-4d00-a997-707696ed326d,09e3b252-b9e8-4b24-9205-89051e89f807,2025-04-12 21:25:35,Matthewland,Delivered,c2a11051b46b4c37cf2b2ac8f5e644e4
577828fb-e0c6-44b3-8271-7c84433771da,03f772d7-0925-4fe6-889a-298724d0d4c7,2025-05-04 21:13:02,Carolton,Delivered,d8a62de0d1851aee33dad32773e62892
395d93d0-4ce1-48b5-80fa-ad1730152153,03f772d7-0925-4fe6-889a-298724d0d4c7,2025-04-30 06:57:34,Christinafurt,In Transit,c183316d2e3fefb6366d2b5edaa3d48f
98951e2e-f93d-470e-86bc-cddcbc376219,cc16ebdc-5b56-45fa-b960-7484e9b53e5b,2025-05-07 17:15:55,West Joshuaton,Delivered,119749fa641a789140fa0707c481562a
0131d8f5-c663-4591-9aff-33240d5d61e4,ee4ec399-f0db-48db-9563-f42577165732,2025-05-07 16:26:46,East Stephaniemouth,Exception,b1a7e40fa0614f0547e3e0c1707eee0a
91cfa751-b241-40a7-8014-bb44f01ac272,ee4ec399-f0db-48db-9563-f42577165732,2025-05-07 02:14:28,Jacksonton,Delivered,f9675271291fbac0c37aaad88cd7f092
3b1c6ff6-4fe2-4b12-81b7-0008323ef6af,ee4ec399-f0db-48db-9563-f42577165732,2025-04-29 22:00:20,Scottmouth,In Transit,fa2aae513aa125cd0ce56bfd1aa3abed
10a5b5f8-2d47-4782-a860-725cb11f5222,d21d84d0-2606-4b13-849e-639a7849c919,2025-04-13 23:04:14,Clarkview,Scanned,127a90bd43673edff36ad240886f6bcf
e8bb6b19-b478-4ade-9541-d4d304439463,d21d84d0-2606-4b13-849e-639a7849c919,2025-04-30 19:26:37,West Dustin,Delivered,e738fdc46653a7a092fd850b574c2d14
13dac527-5f4b-48c7-8139-8ef350dd13f7,80884472-58e1-4141-af29-072ea7fdf9b0,2025-05-04 02:04:17,North Rachelland,In Transit,b664f12dcc702fea735f0a0b0b826dac
6bc0badc-dfb5-4f37-b11f-a79f18f5a23c,80884472-58e1-4141-af29-072ea7fdf9b0,2025-04-15 09:57:31,Laurenland,Delivered,965071a420d8a9adf7f152e620f09f15
f9a1fcd5-5a19-431a-ba29-3ee1684696b1,cb7c0688-863c-4b62-a9a4-1f7bb6a7935d,2025-05-08 14:15:40,Robertchester,Scanned,4a59d8a50ba469e8f8e7107f1677dffe
96003799-ef50-443f-ad68-c35be25065d6,cb7c0688-863c-4b62-a9a4-1f7bb6a7935d,2025-05-07 11:59:04,Candaceburgh,Scanned,22a81b6c457fbe87169a44b60aaa2ff2
07e685bb-e35b-48be-8e48-d024cde82ff1,17c576aa-49e9-441e-b2ae-894b691af6ac,2025-04-16 08:49:05,West Margaret,Exception,cdf3d9f4e49bca110c0227a5c55f4e36
7f243a46-ae9d-4b4e-ad60-3136d21315dc,17c576aa-49e9-441e-b2ae-894b691af6ac,2025-05-02 15:54:31,New Elizabethton,Delivered,dc0ee42e2d0ec6e4b774cb22bc614281
96254cb4-5fd6-4cef-a567-8840a4df9038,17c576aa-49e9-441e-b2ae-894b691af6ac,2025-05-04 16:44:14,Lake Joshua,Exception,7868ce75ce2397286787ebb262f5bff1
f56a47ef-3f05-4323-b6d0-333ba2499b1a,4b0b6b9d-3800-4035-883a-c3508dcc162e,2025-05-08 11:30:47,Port Billberg,In Transit,43a221f9ab6bc12178b32fff836f6f25
87a0faf1-836f-4ae3-bfbb-012daa9eae00,4b0b6b9d-3800-4035-883a-c3508dcc162e,2025-04-19 20:01:53,Bakerstad,Exception,ca287b208bbd4eab23f638aaf0837d56
07840241-c278-4124-bf15-911901a91591,4b0b6b9d-3800-4035-883a-c3508dcc162e,2025-05-12 13:45:37,Batesberg,In Transit,3d5099468c5886914ae6f8a793898204
b6df6dac-1ff2-4a6a-8947-a64250d176dc,131ce17f-0958-4bd8-bde5-df23cfa86bbd,2025-04-13 01:54:57,Melissaport,Exception,63e756645e520be7a321b292720dbc19
fb2aeeab-dcba-463b-964e-1b6e8fb11309,131ce17f-0958-4bd8-bde5-df23cfa86bbd,2025-05-09 04:43:40,Port Autumn,Delivered,1c184cedf36a97250de8d397a830002c
97eb3894-74b9-4407-9d1d-296b8d30b674,19384a94-545f-4e27-923e-9e7d988d35a7,2025-05-06 04:03:03,Lake Chelsealand,Exception,c1562c3c7536cac416614b2a28eefd92
542081fa-f1b4-443d-8acf-bfcd229ceffd,19384a94-545f-4e27-923e-9e7d988d35a7,2025-04-26 08:17:29,Bonillaview,Delivered,8ab35d71cadef95573d18ed1e01be740
ba32d789-cbed-4ea7-b50d-359f93788e52,cb4cd931-9161-461c-9f52-2e4f9a079087,2025-05-12 05:11:51,Seanfurt,In Transit,5d700c865e1b579bbc979b32aaaa8279
f3a81dea-0129-49d7-ad5c-39f9615ca3b9,bb1e1a0c-9b8b-47ad-94f1-c888b394d9bc,2025-04-12 21:34:04,Gregbury,Scanned,6129e442c6394cb8bd3e8f3822951129
e69f5d97-55d2-45a2-91de-210a532dd7a2,bb1e1a0c-9b8b-47ad-94f1-c888b394d9bc,2025-05-04 18:43:35,South Jenniferview,Scanned,44803e3efdc727fc307804f7b757396b
56df93a1-925f-45a6-8f68-a810fb1c532d,c2d45665-92f6-4005-9a40-7c7f28d59b84,2025-05-05 16:35:53,North Jose,Delivered,77a6acb79483c8afe90236e15381bb8e
a4845dee-2020-4f64-ae66-2069ca8293b3,1804fc63-de57-4d0e-8610-d76d8ccc36f4,2025-04-16 11:19:16,Whitemouth,Delivered,845a64fcfaeae74ea8e3b38b1f5ac0cc
ed746bfa-092e-4613-93b5-7bfc21fc8407,1804fc63-de57-4d0e-8610-d76d8ccc36f4,2025-05-08 15:32:48,Port Josephberg,In Transit,ded86ae47d8fb0fced42ad11774c0d4e
3d4ecc48-8731-4e2e-9ab7-0a67841b1a91,1804fc63-de57-4d0e-8610-d76d8ccc36f4,2025-04-21 10:38:01,Griffinchester,Exception,07820876b9d7b3f3048bc3062499b7d5
66c328c0-1b45-4b25-91c3-3d44f6b06525,489e073d-d610-46de-9b23-b223d6dd949e,2025-05-07 02:23:38,Lawrenceside,Scanned,81095033eb4ea85fb5007e7e70041416
f90c9069-4f50-46e8-bf3d-30eba11b7110,489e073d-d610-46de-9b23-b223d6dd949e,2025-05-08 03:11:53,Shepardmouth,In Transit,4a1b86cd761581c5428c13a81e71b79f
a4ae83a6-868b-40bb-8eb1-e95f8ca2f033,489e073d-d610-46de-9b23-b223d6dd949e,2025-04-26 21:25:54,Markview,Scanned,f8beb6f058c7f360fb9d8ff4b7f9e08b
61024f4c-7c27-47c3-bfc7-d007a9b4cd4e,5c6250f1-f4ea-4d8f-9693-219b2200a3e9,2025-05-04 14:21:35,Tammybury,Exception,6f53c44ee71383d6b2264324e4ad6ad6
b9045b22-93b5-49ba-ac70-17b2c3cbe8d6,d433dfb7-e92b-4303-9c40-7a7e6c5e03f7,2025-04-26 03:18:14,North Samanthaberg,In Transit,361fa0443396274a894a57cbc46d8a08
490ee633-798f-4ddb-946b-74d19c760be9,d433dfb7-e92b-4303-9c40-7a7e6c5e03f7,2025-05-10 21:02:05,South Wanda,Delivered,e0ea34fd0e71f1b87eefa46b2b144a71
af42dd19-bb5b-4893-8874-a64b25126b74,108ddd38-9127-4983-be38-8ed730f64c35,2025-04-12 19:38:06,Sydneychester,Delivered,086723faac94786ff5e5fd30db203d5c
4d7eb7a5-8c6c-4048-9f5d-b5cbe8440c95,108ddd38-9127-4983-be38-8ed730f64c35,2025-04-21 11:52:31,Cookland,Exception,c37063fa5e3c2a9c1ce9c3a595d17bbb
95dbd50a-b6ef-4714-9992-9dc363d4cdcf,108ddd38-9127-4983-be38-8ed730f64c35,2025-05-10 21:14:49,West Nicholas,In Transit,11d6a86702bb38834c62a0801be8c445
1a97b14f-7bb6-4890-88b3-49b670514d97,f435db6d-fb77-47b4-b8ad-11d271552078,2025-04-24 18:10:11,North Ericview,Scanned,1ecf02ac6e2bb1f6fb4a3a92ea50a6ad
e5ba8a13-3477-453f-aedd-4509b5781851,f435db6d-fb77-47b4-b8ad-11d271552078,2025-05-08 06:59:02,Kristinfort,Delivered,7bea3046b9ace2a76942e639119facb9
618773b7-c33d-46d0-a2ba-ec170cbcb936,98c99855-59d0-41ce-8508-fe292abf99e0,2025-05-11 23:35:48,South Jennifer,Scanned,6a301b5ab7e993b3a0c948fa49f83978
fbea3773-2e87-4326-a223-d3b5b138d587,98c99855-59d0-41ce-8508-fe292abf99e0,2025-04-29 15:00:03,Wilsonland,Delivered,a915756a2eb1a945304fca609b0ab2d0
d91eb9bd-9135-4186-9ff0-5c843efa379c,98c99855-59d0-41ce-8508-fe292abf99e0,2025-04-30 03:25:51,Spencerfurt,In Transit,41b7994d904104e616f6c2e72262a4bd
393ffd5f-c4fd-4c92-8595-fe651f8b96e9,d44cf29c-00b7-4b2c-bc39-1c1327d7c3ad,2025-04-19 06:24:26,Lake Sandra,Scanned,553044bcd4f39f59b6672ba04c69acd7
fa8cc885-c513-4a76-8c5b-c49f486e93aa,d44cf29c-00b7-4b2c-bc39-1c1327d7c3ad,2025-04-15 16:11:25,Johnsonchester,In Transit,3a5aa77b86d04efe8814a955ccdcf843
6620c5bd-c22d-4d16-9f2a-1ffd72eb1635,578adac2-84e5-40fc-95a0-f20eb0381ab4,2025-04-28 22:28:28,Aprilmouth,In Transit,d9e3d137602f9720880473054b4fed0c
7baf81c3-a890-4edc-a415-f85540f9a765,578adac2-84e5-40fc-95a0-f20eb0381ab4,2025-04-23 22:12:42,South Austinberg,Delivered,417ef57cb2c507d0f889d6dedfe0fbc7
3b0b8f56-809f-4d39-b652-aea5b0618989,578adac2-84e5-40fc-95a0-f20eb0381ab4,2025-05-04 11:33:13,Johnton,Scanned,f06dba803ecf23ccc1ca82bdf43641af
21b76156-f1c5-461f-87e6-ca0ef0a0129b,1eac5e18-3a40-4ff4-8151-b2d9cfb5b78f,2025-04-23 00:12:29,Horneburgh,In Transit,476cb13030f9b94564446f123c6e3a30
40e1f780-9a63-4357-81ff-22df48c071c0,1eac5e18-3a40-4ff4-8151-b2d9cfb5b78f,2025-05-06 13:07:29,New Robertburgh,In Transit,2e1cbccb32afa5b033bd68724725d3c2
ba1a96cd-71c7-4779-af77-7b7a93061001,54c504c1-6521-41dd-9915-6cbd8376db7a,2025-04-26 11:01:58,Stephenstad,In Transit,1e2a5ba04334b3861ce454bb53cd6491
16e9be12-9e0b-4a61-bed4-864cb72e0684,26f84840-863a-4306-96d8-83acd94c63ca,2025-05-02 23:16:19,Port Bryan,In Transit,42263e2caa40112c77d4c14a62ec2a55
623ad9cb-33c8-4534-b93d-6c53809638a5,26f84840-863a-4306-96d8-83acd94c63ca,2025-04-17 18:19:57,Lake Charles,In Transit,4d15cf766f015d5bdc9db25899ccfe9b
66faa851-6e87-46c4-af28-09f696778663,c0d3c9c2-df06-44a7-8849-0e46e910c3ca,2025-05-09 01:10:59,South Amyburgh,Delivered,933eef2cc51d72c09eefb562d1ad9cd1
a4825ed6-7a4d-46dd-8450-5e2177af04b9,9b038aaf-43f0-4952-aa73-89402d45cf69,2025-05-09 17:29:15,Ryanton,Scanned,3eee087a1570382ffb53d0e1dbb25077
e029b6b4-6fbf-472a-b61b-aa8aeca410f2,9702b585-db85-4f9d-90da-14bb97d95616,2025-05-01 20:09:08,Jonesport,Exception,76363365e08e55cf5300307b94eadd11
1df1c6b5-5c54-4d4d-af11-c64b6345e3f6,9702b585-db85-4f9d-90da-14bb97d95616,2025-04-29 11:47:24,Williamfurt,Exception,5d85a582ec69b140c98a9a7a89ded69f
e435b191-a56a-4ca7-9918-fd05af999f62,9702b585-db85-4f9d-90da-14bb97d95616,2025-04-23 21:43:26,Ryanport,Exception,c861861812f4bf63f7ac0b6f37fbcb22
ec05d6bd-10ff-4503-8784-3f18b70da9df,be545d0a-2119-456d-99d9-9b2ceed0c617,2025-04-16 12:55:54,East Courtneyside,In Transit,df3b8e2bbf46231fec848fe7d8aef3ec
c8a3d069-7079-44a7-955f-64685ad552ae,be545d0a-2119-456d-99d9-9b2ceed0c617,2025-05-08 00:18:18,West Donald,Exception,f3bb7b42f31a143f2496f8098ca7bfb1
0c4ce534-804a-42c8-b5d5-6ad7c635bc88,be545d0a-2119-456d-99d9-9b2ceed0c617,2025-04-20 23:28:47,Reynoldston,In Transit,4804c2ebaa4d540d45776f2b98d3f33b
26dcbe1f-a759-4b4b-aed6-88fe0e44f7ab,dde81565-e774-46cf-a18e-70ee8aad110d,2025-04-28 00:07:03,Peterhaven,Exception,9c45a0b3a21e6f1027de88f3d80f42c8
c6e9f5a5-42b5-4d64-8f13-8b26c6690a72,dde81565-e774-46cf-a18e-70ee8aad110d,2025-04-27 17:12:03,New Walter,Exception,1b0ef2773b2e1fe62d09672776a2821c
fbc673e2-4cf4-4b1a-a89e-0e59d65b92f6,dde81565-e774-46cf-a18e-70ee8aad110d,2025-04-20 05:57:38,Shaneton,Delivered,1125ffd5b3bce3d898e9ed111b4e9840
ffba23f8-d816-4cb6-a5d4-d0c698eaa959,76b6b4f6-9bcf-44ef-ad25-c067d7f4555a,2025-04-28 14:22:40,North John,Delivered,23f493baab87c6fddd3501b0871f32ce
86d95605-4167-44f9-afe3-56d5d441e999,76b6b4f6-9bcf-44ef-ad25-c067d7f4555a,2025-04-23 08:24:35,Port Christina,Delivered,66cafa8400ba5ef9a73a73310cb5b224
35383c8a-59d4-4df5-8dab-deab17744ef8,76b6b4f6-9bcf-44ef-ad25-c067d7f4555a,2025-05-09 15:01:33,Davisburgh,Exception,e2203254606d246e1aafeecbaf309e94
4d6da85c-cba8-4e84-b07d-3ae962377da0,54f6b126-d8da-43fa-89b5-14156f68c1f0,2025-04-22 20:02:49,North Jared,Delivered,6167add0a058c2d96f053157f5927908
0c6f5c2e-ff3b-4b5b-8f74-c844d3c33c40,54f6b126-d8da-43fa-89b5-14156f68c1f0,2025-05-03 15:50:26,Millsport,In Transit,ce04596125cd9a0afb6a31087935ed0e
163e390a-dac9-4a35-92c6-e36612d9cd37,f6908286-c479-4657-b87c-0e85631374ef,2025-04-18 19:32:26,Noblefort,Delivered,7e19672dd2afc2456947a35e1bf9c27f
e71898e6-92a2-47e7-bd41-49f32fe9ad99,f6908286-c479-4657-b87c-0e85631374ef,2025-05-09 02:58:12,Taylorside,Scanned,7e0f137dcb70e693cb98f0d2c42efa2c
dce24cab-703e-45eb-81d1-4544b0a25cf9,df20c999-1512-41be-993b-4a3a757dd022,2025-04-29 01:32:45,South Douglas,In Transit,24a95ac5611a9e00e25027a73598dc3a
8a1cfae6-2dec-441d-8efb-1eaf47423bac,df20c999-1512-41be-993b-4a3a757dd022,2025-05-05 03:00:00,Jarvisbury,Delivered,33f175e3e72004b2e0672cd9cbc14e9b
9ca54875-7999-42ba-93d4-ec4de84b8f21,df20c999-1512-41be-993b-4a3a757dd022,2025-04-19 22:03:58,New Victoriafort,In Transit,a4920d8d061230a47d6d73940d37cfb5
45333e15-1b28-4264-ad5a-7822ed38ebb2,4ecf510d-a0d6-461d-84dc-aab2a6085d00,2025-05-04 10:46:02,Port Joseph,In Transit,e3cdada40552186ad809c60a547a0c89
1f38944c-f74b-4942-ac31-fa814e85c3b5,4ecf510d-a0d6-461d-84dc-aab2a6085d00,2025-04-16 13:02:06,South Hunterside,Scanned,8e5cfb9baa06ff39c997037662824b25
ad946e95-e5d8-4d93-8424-f6582a8f74e1,4ecf510d-a0d6-461d-84dc-aab2a6085d00,2025-04-23 16:57:27,West Dana,Exception,40e462fa051d1034c6ec8d58f0bcb3ba
98fde212-adab-4334-b857-2f703c34b9b4,ef9d61a6-24cf-4b93-8a86-7f5a394ff33b,2025-04-29 12:04:19,Timothymouth,Delivered,ad4a4cf1330f8ebee0d247f17699f0ec
00bbc2ee-4f72-45b1-abec-ed7eb65f5ab5,ef9d61a6-24cf-4b93-8a86-7f5a394ff33b,2025-05-03 07:19:34,East Stephanie,Scanned,b630b5f7b9a2c5ce6634ccf925071a29
13a3b2ad-7c57-4e0f-b830-d6b071dc76ee,ef9d61a6-24cf-4b93-8a86-7f5a394ff33b,2025-04-18 22:12:28,Porterton,In Transit,4cdc67354573f77c816b05b29f387480
a5002688-cd55-4ef3-a355-78b489289f0d,21287031-7ddd-4760-a3a9-2f6a0aa6e10b,2025-04-15 09:00:16,Markmouth,Delivered,fa195df399cba8c464c3b23284ba1271
b911b269-5144-4d8b-94bc-a024294830c3,21287031-7ddd-4760-a3a9-2f6a0aa6e10b,2025-05-08 10:11:36,Janicefort,In Transit,854706e71bf9b7c62de927759beeb53a
